id,date_listed,project_id,project_name,builder,builder_tier,rera_id,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,facing,launch_year,possession_year,total_project_units,possession_status,metro_station,metro_line,metro_distance_min,to_bkc_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month
U004289,2021-10-22,UC0047,Hiranandani Estate,Hiranandani,tier1,P51813945,Goregaon East,Western,mid,19.15692,72.85601,1BHK,1,372,459,34.6,10,15,south-west,2023,2025,400,under_construction,Rashtriya Udyan,Line 2A,57,9.78,8169000,21940,98033,6.7,2021,10
U004290,2022-11-22,UC0191,Rustomjee Towers,Rustomjee,tier1,P51769030,Sewri,South Mumbai,premium,19.0008,72.85378,2BHK,2,650,806,60.3,24,25,south-west,2024,2026,800,ready_within_6m,Grant Road Metro,Line 3,75,7.88,19077000,29370,228930,8.6,2022,11
U004291,2022-02-20,UC0078,Oberoi Realty Celeste,Oberoi Realty,tier1,P51953901,Ghansoli,Navi Mumbai,mid,19.12011,73.00999,2BHK,2,730,890,67.8,20,35,north-west,2023,2027,1200,under_construction,Belapur TH,Trans-Harbour,151,15.73,10160000,13923,121926,7.1,2022,2
U004292,2023-04-05,UC0113,Sheth Creators Meadows,Sheth Creators,tier2,P51846290,Prabhadevi,South Mumbai,luxury,19.02335,72.82767,3BHK,3,881,1113,81.9,1,15,south,2025,2027,400,ready_within_6m,Dadar Metro,Line 3,20,6.83,51924000,58905,623084,9.2,2023,4
U004293,2025-05-09,UC0154,Lodha Heights,Lodha,tier1,P51910876,Bhandup,Central,mid,19.16235,72.96714,1BHK,1,371,468,34.5,12,15,north-west,2025,2027,800,under_construction,Andheri WR,Western Rail,169,14.48,9954000,26813,119446,8.95,2025,5
U004294,2021-03-27,UC0046,Sunteck Plaza,Sunteck,tier2,P51821104,Dadar West,Central,premium,19.01957,72.85691,1BHK,1,425,545,39.5,29,50,south-west,2023,2028,800,ready_within_6m,Wadala Harbour,Harbour,8,5.77,15494000,36444,185924,6.7,2021,3
U004295,2022-12-27,UC0018,Wadhwa Royale,Wadhwa,tier2,P51981278,Dahisar,Western,affordable,19.25029,72.84992,2BHK,2,781,939,72.6,11,25,south-west,2022,2028,100,under_construction,Dahisar East,Line 2A,16,20.16,10636000,13610,127627,8.6,2022,12
U004296,2026-03-25,UC0193,DLF Horizon,DLF,tier1,P51923833,Kurla West,Central,mid,19.06495,72.85713,2BHK,2,572,687,53.1,5,15,west,2024,2028,200,under_construction,BKC Metro,Line 3,22,1.46,16873000,29516,202479,8.7,2026,3
U004297,2022-09-29,UC0149,DLF Plaza,DLF,tier1,P51878018,Versova,Western,premium,19.13611,72.81553,1BHK,1,344,414,32.0,17,25,west,2022,2024,100,under_construction,Azad Nagar,Line 1,22,9.32,11415000,33149,136980,8.6,2022,9
U004298,2026-04-16,UC0170,Rustomjee Garden,Rustomjee,tier1,P51929455,Kharghar,Navi Mumbai,affordable,19.05477,73.07565,2BHK,2,684,864,63.6,5,35,west,2022,2025,1200,ready_within_6m,Dharavi,Line 3,288,21.68,9351000,13668,112215,8.7,2026,4
U004299,2021-02-19,UC0051,DLF Celeste,DLF,tier1,,Naigaon,Far Western,affordable,19.3409,72.85283,2BHK,2,598,735,55.6,34,35,south,2022,2025,400,under_construction,Thane CR,Central Rail,265,30.18,3565000,5958,42778,6.7,2021,2
U004300,2022-01-27,UC0028,Sheth Creators Park Avenue,Sheth Creators,tier2,P51845768,Andheri East,Western,mid,19.10973,72.82797,2BHK,2,738,932,68.6,13,35,south-east,2022,2026,200,under_construction,Jogeshwari East,Line 7,49,6.25,18695000,25322,224334,7.1,2022,1
U004301,2022-02-23,UC0210,Sunteck Meadows,Sunteck,tier2,,Vasai,Far Western,affordable,19.40648,72.81641,2BHK,2,672,872,62.5,41,50,north,2022,2027,200,ready_to_move,Marol Naka Metro,Line 3,410,37.84,5324000,7919,63887,7.1,2022,2
U004302,2021-01-03,UC0247,Kalpataru Symphony,Kalpataru,tier1,,Bhayandar,Western,affordable,19.2931,72.87329,3BHK,3,993,1262,92.3,13,35,east,2023,2027,400,under_construction,Dahisar East,Line 2A,63,24.81,10596000,10670,127149,6.7,2021,1
U004303,2023-02-19,UC0175,Ajmera Vista,Ajmera,tier2,P51758950,Parel,South Mumbai,premium,18.9956,72.85003,2BHK,2,617,794,57.4,16,25,south,2023,2027,1200,under_construction,Eksar,Line 2A,306,8.53,31516000,51048,378196,9.2,2023,2
U004304,2025-03-31,UC0040,Godrej Properties Skyline,Godrej Properties,tier1,P51912074,Vikhroli,Central,mid,19.10566,72.91627,2BHK,2,701,904,65.1,24,25,east,2024,2025,1200,under_construction,Asalpha,Line 1,31,6.27,21675000,30910,260100,8.95,2025,3
U004305,2025-04-18,UC0024,Runwal Greens,Runwal,tier2,P51969906,Bhandup,Central,mid,19.13946,72.93076,3BHK,3,749,948,69.6,3,50,east,2025,2027,400,ready_to_move,Western Express Highway,Line 1,101,10.02,14949000,19964,179391,8.95,2025,4
U004306,2022-09-04,UC0015,Dosti Realty Palazzo,Dosti Realty,tier2,P51737199,Vile Parle West,Western,premium,19.08966,72.84645,1BHK,1,451,549,41.9,23,35,east,2023,2028,400,under_construction,Western Express Highway,Line 1,44,3.3,21472000,47654,257669,8.6,2022,9
U004307,2024-10-21,UC0080,Sunteck Palazzo,Sunteck,tier2,P51855593,Andheri West,Western,premium,19.12492,72.83023,1BHK,1,363,445,33.7,2,25,west,2021,2024,100,under_construction,Azad Nagar,Line 1,13,7.4,14960000,41219,179521,9.2,2024,10
U004308,2022-08-21,UC0092,Nirmal Lifestyle Avalon,Nirmal Lifestyle,tier2,P51762398,Malad East,Western,mid,19.18887,72.85726,3BHK,3,907,1141,84.3,5,35,south-east,2024,2026,100,under_construction,Goregaon East,Line 7,37,13.29,16231000,17896,194776,8.6,2022,8
U004309,2023-06-19,UC0047,Hiranandani Estate,Hiranandani,tier1,P51813945,Goregaon East,Western,mid,19.15692,72.85601,2BHK,2,574,702,53.3,23,35,south,2023,2025,400,under_construction,Jogeshwari East,Line 7,32,9.78,13031000,22700,156368,9.2,2023,6
U004310,2021-07-07,UC0136,Mahindra Lifespaces Oasis,Mahindra Lifespaces,tier1,P51921145,Taloja,Navi Mumbai,affordable,19.06443,73.09296,1BHK,1,448,565,41.6,13,15,south,2023,2027,100,under_construction,Vashi Harbour,Harbour,119,23.44,3667000,8187,44001,6.7,2021,7
U004311,2022-05-23,UC0171,Sunteck Crest,Sunteck,tier2,P51729572,Worli,South Mumbai,luxury,19.01053,72.80528,3BHK,3,950,1175,88.3,32,35,north-west,2023,2027,200,under_construction,CSMT Harbour,Harbour,104,9.49,76428000,80442,917130,7.1,2022,5
U004312,2024-01-14,UC0034,Hiranandani Pinnacle,Hiranandani,tier1,P51892847,Kurla West,Central,mid,19.06917,72.8866,1BHK,1,394,478,36.6,9,15,north-west,2023,2028,400,under_construction,BKC Metro,Line 3,26,1.75,10542000,26787,126498,9.2,2024,1
U004313,2024-01-07,UC0139,JP Infra Imperia,JP Infra,tier2,P51821551,Prabhadevi,South Mumbai,luxury,19.01724,72.84648,4BHK,4,1703,2114,158.2,3,15,west,2024,2026,100,under_construction,Ghatkopar CR,Central Rail,126,6.37,114009000,66962,1368107,9.2,2024,1
U004314,2021-07-06,UC0241,DLF Celeste,DLF,tier1,P51711921,Borivali East,Western,mid,19.23376,72.85462,2BHK,2,774,995,71.9,19,25,south-west,2023,2025,800,under_construction,Borivali East,Line 2A,10,18.28,12330000,15921,147959,6.7,2021,7
U004315,2024-02-28,UC0152,Ajmera Imperia,Ajmera,tier2,P51924059,Bandra East,Western,premium,19.06686,72.83125,1BHK,1,439,531,40.8,21,35,north-west,2024,2027,400,ready_to_move,Mogra,Line 7,98,4.09,20817000,47444,249807,9.2,2024,2
U004316,2021-01-23,UC0099,Tata Housing Celeste,Tata Housing,tier1,,Vikhroli,Central,mid,19.10821,72.91142,2BHK,2,667,824,62.0,16,25,south-east,2021,2026,200,under_construction,Vidyanagari,Line 3,79,6.08,15825000,23723,189904,6.7,2021,1
U004317,2026-01-16,UC0069,Kanakia Palazzo,Kanakia,tier2,,Worli,South Mumbai,luxury,19.00196,72.81413,4BHK,4,1187,1513,110.3,11,25,west,2021,2028,1200,ready_to_move,Marol Naka Metro,Line 3,167,9.58,90937000,76597,1091247,8.7,2026,1
U004318,2024-07-24,UC0199,Ajmera Celeste,Ajmera,tier2,P51956208,Naigaon,Far Western,affordable,19.34431,72.83202,3BHK,3,1013,1241,94.1,27,35,east,2024,2025,200,ready_to_move,Dindoshi,Line 7,237,30.76,7538000,7440,90456,9.2,2024,7
U004319,2024-05-06,UC0169,Lodha Vista,Lodha,tier1,P51996339,Colaba,South Mumbai,luxury,18.91298,72.80632,5BHK_penthouse,5,3058,3841,284.1,23,35,south-east,2022,2025,100,ready_to_move,Vidhan Bhavan,Line 3,31,18.7,242596000,79336,2911147,9.2,2024,5
U004320,2021-02-22,UC0057,Mahindra Lifespaces Park Avenue,Mahindra Lifespaces,tier1,P51952262,Dadar East,Central,premium,19.01986,72.85105,5BHK_penthouse,5,2294,2834,213.1,21,50,south-west,2023,2027,200,under_construction,Wadala Harbour,Harbour,20,5.92,75672000,32987,908064,6.7,2021,2
U004321,2022-06-02,UC0096,Nirmal Lifestyle Crest,Nirmal Lifestyle,tier2,P51772711,Vile Parle West,Western,premium,19.09227,72.84965,2BHK,2,754,927,70.1,35,50,north-west,2023,2028,800,under_construction,Dharavi,Line 3,74,3.27,35568000,47153,426814,7.1,2022,6
U004322,2025-03-14,UC0175,Ajmera Vista,Ajmera,tier2,P51758950,Parel,South Mumbai,premium,18.9956,72.85003,3BHK,3,960,1190,89.2,29,35,west,2023,2027,1200,ready_within_6m,Siddhivinayak,Line 3,43,8.53,49106000,51134,589267,8.95,2025,3
U004323,2023-02-13,UC0241,DLF Celeste,DLF,tier1,P51711921,Borivali East,Western,mid,19.23376,72.85462,3BHK,3,923,1120,85.7,9,25,north-west,2023,2025,800,under_construction,Eksar,Line 2A,18,18.28,16659000,18057,199910,9.2,2023,2
U004324,2022-06-14,UC0125,Wadhwa Garden,Wadhwa,tier2,P51901490,Malad West,Western,mid,19.18963,72.84472,2BHK,2,485,595,45.0,4,15,south,2023,2026,400,ready_within_6m,Dahanukarwadi,Line 2A,2,13.57,9793000,20201,117519,7.1,2022,6
U004325,2022-12-20,UC0023,Oberoi Realty Estate,Oberoi Realty,tier1,,Dadar West,Central,premium,19.01753,72.82686,3BHK,3,662,836,61.5,4,35,west,2024,2027,400,under_construction,Chakala,Line 1,142,7.39,30034000,45386,360410,8.6,2022,12
U004326,2024-09-29,UC0069,Kanakia Palazzo,Kanakia,tier2,,Worli,South Mumbai,luxury,19.00196,72.81413,3BHK,3,1060,1318,98.5,33,35,north,2021,2028,1200,under_construction,Worli Metro,Line 3,16,9.58,88026000,83032,1056315,9.2,2024,9
U004327,2021-04-09,UC0127,Ajmera Residences,Ajmera,tier2,P51875213,Walkeshwar,South Mumbai,luxury,18.95201,72.80362,4BHK,4,1642,1992,152.6,9,15,south,2023,2028,100,ready_within_6m,Girgaon,Line 3,25,14.86,133095000,81047,1597144,6.7,2021,4
U004328,2023-12-02,UC0041,Lodha Estate,Lodha,tier1,P51910611,Juhu,Western,luxury,19.10097,72.82844,2BHK,2,665,800,61.8,7,15,north-west,2024,2025,400,under_construction,D N Nagar,Line 1,50,5.56,47122000,70847,565460,9.2,2023,12
U004329,2026-04-29,UC0234,Oberoi Realty Royale,Oberoi Realty,tier1,P51820916,Bandra East,Western,premium,19.06549,72.84794,2BHK,2,678,841,63.0,16,35,south-east,2022,2024,100,under_construction,Dharavi,Line 3,34,2.37,40340000,59519,484083,8.7,2026,4
U004330,2022-03-18,UC0229,Nirmal Lifestyle Pinnacle,Nirmal Lifestyle,tier2,P51802521,Virar,Far Western,affordable,19.4623,72.79157,2BHK,2,632,792,58.7,17,25,south,2023,2026,800,under_construction,Virar WR,Western Rail,33,44.39,3917000,6198,47006,7.1,2022,3
U004331,2023-06-07,UC0097,Nirmal Lifestyle Meadows,Nirmal Lifestyle,tier2,P51897872,Walkeshwar,South Mumbai,luxury,18.95726,72.796,3BHK,3,938,1155,87.2,8,25,north-east,2023,2027,400,ready_to_move,Mumbai Central WR,Western Rail,43,14.75,90232000,96186,1082783,9.2,2023,6
U004332,2021-01-28,UC0136,Mahindra Lifespaces Oasis,Mahindra Lifespaces,tier1,P51921145,Taloja,Navi Mumbai,affordable,19.06443,73.09296,5BHK_penthouse,5,1881,2295,174.7,24,50,north-west,2023,2027,100,under_construction,Kharghar TH,Trans-Harbour,37,23.44,13150000,6991,157795,6.7,2021,1
U004333,2025-02-08,UC0105,Piramal Realty Plaza,Piramal Realty,tier2,P51895496,Nariman Point,South Mumbai,luxury,18.91712,72.83741,2BHK,2,728,946,67.7,18,25,north-west,2024,2028,400,ready_to_move,Vidhan Bhavan,Line 3,26,17.34,59548000,81757,714571,8.95,2025,2
U004334,2021-03-06,UC0189,Nirmal Lifestyle Imperia,Nirmal Lifestyle,tier2,,Virar,Far Western,affordable,19.456,72.80664,2BHK,2,646,812,60.0,16,25,south-west,2022,2028,400,under_construction,Virar WR,Western Rail,10,43.43,3407000,5274,40889,6.7,2021,3
U004335,2022-10-02,UC0014,Sheth Creators Oasis,Sheth Creators,tier2,P51930397,Borivali East,Western,mid,19.227,72.86343,3BHK,3,922,1107,85.7,5,25,south,2021,2025,100,under_construction,Ovaripada,Line 7,8,17.47,13229000,14348,158743,8.6,2022,10
U004336,2021-10-22,UC0239,Sheth Creators Palazzo,Sheth Creators,tier2,P51843397,Lower Parel,South Mumbai,premium,18.99669,72.83495,5BHK_penthouse,5,2511,3164,233.3,12,25,east,2024,2027,800,under_construction,Dadar CR,Central Rail,30,8.95,138314000,55087,1659768,6.7,2021,10
U004337,2022-10-02,UC0040,Godrej Properties Skyline,Godrej Properties,tier1,P51912074,Vikhroli,Central,mid,19.10566,72.91627,2BHK,2,775,952,72.0,20,35,west,2024,2025,1200,under_construction,Jagruti Nagar,Line 1,28,6.27,18966000,24459,227598,8.6,2022,10
U004338,2023-09-14,UC0090,Oberoi Realty Garden,Oberoi Realty,tier1,P51976624,Prabhadevi,South Mumbai,luxury,19.01459,72.82389,3BHK,3,769,971,71.5,6,35,north,2023,2027,1200,under_construction,Acharya Atre Chowk,Line 3,6,7.84,46697000,60712,560366,9.2,2023,9
U004339,2025-09-07,UC0186,Oberoi Realty Imperia,Oberoi Realty,tier1,P51857068,Borivali East,Western,mid,19.23272,72.85488,2BHK,2,508,611,47.2,13,35,north-east,2024,2027,400,under_construction,Ovaripada,Line 7,10,18.16,11547000,22725,138564,8.7,2025,9
U004340,2021-12-15,UC0085,Piramal Realty Crest,Piramal Realty,tier2,P51746116,Ghansoli,Navi Mumbai,mid,19.12543,73.00813,1BHK,1,298,362,27.7,50,50,west,2024,2025,800,ready_within_6m,Vashi Harbour,Harbour,69,15.77,3962000,13299,47542,6.7,2021,12
U004341,2021-11-14,UC0103,Godrej Properties Oasis,Godrej Properties,tier1,P51737967,Breach Candy,South Mumbai,luxury,18.97249,72.80915,4BHK,4,1330,1699,123.5,2,15,south,2025,2028,800,ready_within_6m,Mumbai Central Metro,Line 3,14,12.59,112852000,84865,1354229,6.7,2021,11
U004342,2023-01-31,UC0062,Mahindra Lifespaces Vista,Mahindra Lifespaces,tier1,,Lower Parel,South Mumbai,premium,18.99354,72.83408,1BHK,1,427,554,39.7,6,25,north,2023,2026,400,under_construction,Kurla CR,Central Rail,120,9.3,28935000,67729,347217,9.2,2023,1
U004343,2023-01-11,UC0200,Kalpataru Garden,Kalpataru,tier1,,Manpada,Thane,mid,19.23503,72.96114,5BHK_penthouse,5,1811,2338,168.2,9,15,north,2025,2027,800,under_construction,Vashi Harbour,Harbour,220,20.7,22534000,12446,270408,9.2,2023,1
U004344,2024-10-07,UC0036,Tata Housing Residences,Tata Housing,tier1,P51912687,Andheri East,Western,mid,19.13229,72.82557,2BHK,2,656,793,61.0,29,50,west,2021,2026,200,ready_within_6m,D N Nagar,Line 1,8,8.35,17955000,27363,215465,9.2,2024,10
U004345,2022-10-06,UC0224,Godrej Properties Skyline,Godrej Properties,tier1,P51977671,Virar,Far Western,affordable,19.46666,72.80531,2BHK,2,437,551,40.6,11,35,north,2022,2026,200,under_construction,Virar WR,Western Rail,19,44.63,3010000,6889,36120,8.6,2022,10
U004346,2026-03-22,UC0001,Godrej Properties Crown,Godrej Properties,tier1,P51759660,Powai,Central,premium,19.11245,72.90906,3BHK,3,782,973,72.7,12,15,north-west,2022,2026,100,ready_to_move,Domestic Airport,Line 3,63,6.26,30336000,38792,364034,8.7,2026,3
U004347,2021-12-22,UC0023,Oberoi Realty Estate,Oberoi Realty,tier1,,Dadar West,Central,premium,19.01753,72.82686,2BHK,2,694,883,64.5,9,35,south-west,2024,2027,400,under_construction,Ghatkopar CR,Central Rail,143,7.39,30095000,43381,361144,6.7,2021,12
U004348,2025-10-30,UC0135,Runwal Garden,Runwal,tier2,P51934428,Goregaon West,Western,mid,19.17401,72.84243,1BHK,1,405,500,37.7,23,50,north-east,2025,2027,200,under_construction,Azad Nagar,Line 1,66,11.92,12748000,31455,152976,8.7,2025,10
U004349,2024-07-08,UC0023,Oberoi Realty Estate,Oberoi Realty,tier1,,Dadar West,Central,premium,19.01753,72.82686,2BHK,2,691,852,64.2,30,35,north-east,2024,2027,400,under_construction,Siddhivinayak,Line 3,11,7.39,40799000,59009,489585,9.2,2024,7
U004350,2024-07-19,UC0158,Kanakia Crown,Kanakia,tier2,,Kopar Khairane,Navi Mumbai,mid,19.09854,73.01369,2BHK,2,530,678,49.2,17,25,south-west,2024,2027,100,under_construction,Sahar Road,Line 3,185,15.43,7298000,13768,87580,9.2,2024,7
U004351,2025-09-22,UC0094,Mahindra Lifespaces Symphony,Mahindra Lifespaces,tier1,P51909138,Parel,South Mumbai,premium,18.99482,72.82494,4BHK,4,1547,1929,143.7,25,25,north-east,2024,2028,100,under_construction,Worli Metro,Line 3,24,9.61,107446000,69466,1289355,8.7,2025,9
U004352,2022-08-12,UC0005,Ekta World Plaza,Ekta World,tier2,P51892275,Matunga,Central,premium,19.03399,72.86933,3BHK,3,989,1262,91.9,15,25,east,2023,2025,100,under_construction,Dadar CR,Central Rail,44,4.0,39830000,40268,477963,8.6,2022,8
U004353,2021-04-27,UC0126,Hiranandani Estate,Hiranandani,tier1,P51986981,Powai,Central,premium,19.11915,72.89114,4BHK,4,1466,1791,136.2,18,25,north-west,2022,2028,400,ready_to_move,Marol Naka Metro,Line 3,24,5.9,49833000,33990,597996,6.7,2021,4
U004354,2024-06-17,UC0234,Oberoi Realty Royale,Oberoi Realty,tier1,P51820916,Bandra East,Western,premium,19.06549,72.84794,2BHK,2,344,413,31.9,5,25,south,2022,2024,100,under_construction,Santacruz Metro,Line 3,29,2.37,14590000,42438,175076,9.2,2024,6
U004355,2023-01-12,UC0013,DLF Garden,DLF,tier1,P51741764,Nala Sopara,Far Western,affordable,19.41735,72.80361,2BHK,2,553,716,51.4,31,50,north,2024,2026,800,under_construction,Vidyanagari,Line 3,456,39.25,3603000,6514,43232,9.2,2023,1
U004356,2025-12-26,UC0159,Wadhwa Garden,Wadhwa,tier2,,Taloja,Navi Mumbai,affordable,19.08102,73.09547,2BHK,2,645,779,59.9,5,25,south,2024,2026,400,under_construction,Wadala Harbour,Harbour,309,23.73,5159000,7998,61904,8.7,2025,12
U004357,2025-10-27,UC0197,Ajmera Grandeur,Ajmera,tier2,P51973047,Colaba,South Mumbai,luxury,18.89993,72.80129,3BHK,3,1138,1390,105.7,5,15,north-west,2024,2027,100,under_construction,Asalpha,Line 1,295,20.24,78115000,68669,937382,8.7,2025,10
U004358,2024-11-02,UC0206,Sheth Creators Palazzo,Sheth Creators,tier2,P51865600,Breach Candy,South Mumbai,luxury,18.9603,72.80038,2BHK,2,557,714,51.8,21,25,east,2022,2028,100,under_construction,Grant Road Metro,Line 3,20,14.23,66476000,119332,797716,9.2,2024,11
U004359,2025-08-01,UC0046,Sunteck Plaza,Sunteck,tier2,P51821104,Dadar West,Central,premium,19.01957,72.85691,2BHK,2,561,688,52.1,26,35,south-west,2023,2028,800,under_construction,Cuffe Parade,Line 3,152,5.77,25599000,45619,307186,8.7,2025,8
U004360,2025-03-01,UC0089,Ekta World Celeste,Ekta World,tier2,P51707624,Sanpada,Navi Mumbai,mid,19.06098,73.01307,3BHK,3,1002,1277,93.1,25,35,west,2024,2026,800,under_construction,Cuffe Parade,Line 3,318,15.07,19903000,19858,238834,8.95,2025,3
U004361,2021-09-10,UC0075,Hiranandani The Park,Hiranandani,tier1,,Vasai,Far Western,affordable,19.40577,72.82886,1BHK,1,421,545,39.1,3,25,south-west,2024,2028,100,ready_within_6m,Virar WR,Western Rail,76,37.58,2929000,6952,35146,6.7,2021,9
U004362,2025-01-28,UC0181,Lodha Grandeur,Lodha,tier1,P51871445,Virar,Far Western,affordable,19.4585,72.82442,2BHK,2,563,676,52.3,7,25,south-west,2022,2025,100,under_construction,Virar WR,Western Rail,17,43.46,4195000,7455,50344,8.95,2025,1
U004363,2024-06-03,UC0089,Ekta World Celeste,Ekta World,tier2,P51707624,Sanpada,Navi Mumbai,mid,19.06098,73.01307,2BHK,2,717,918,66.6,4,35,south-east,2024,2026,800,under_construction,Nerul Harbour,Harbour,41,15.07,11074000,15445,132890,9.2,2024,6
U004364,2021-08-30,UC0083,Sheth Creators Pinnacle,Sheth Creators,tier2,P51753181,Santacruz West,Western,premium,19.0854,72.83481,1BHK,1,479,580,44.5,9,25,north-west,2021,2026,400,under_construction,Mumbai Central Metro,Line 3,156,4.08,22637000,47219,271639,6.7,2021,8
U004365,2024-03-19,UC0165,Kanakia Vista,Kanakia,tier2,,Kandivali West,Western,mid,19.19938,72.84075,2BHK,2,665,811,61.8,14,25,south-east,2023,2024,100,under_construction,Devipada,Line 2A,13,14.71,12626000,18989,151514,9.2,2024,3
U004366,2021-11-16,UC0067,Dosti Realty Palazzo,Dosti Realty,tier2,,Mira Road,Western,affordable,19.2952,72.83866,1BHK,1,446,580,41.5,25,25,north,2024,2027,200,under_construction,Poisar,Line 7,133,25.26,5613000,12577,67351,6.7,2021,11
U004367,2021-01-29,UC0184,Hiranandani Horizon,Hiranandani,tier1,P51743100,Mulund East,Central,mid,19.16935,72.97277,1BHK,1,319,411,29.7,7,25,south-west,2023,2025,100,ready_within_6m,Kurar,Line 7,148,15.45,4838000,15146,58059,6.7,2021,1
U004368,2024-09-17,UC0011,Oberoi Realty Park Avenue,Oberoi Realty,tier1,P51959900,Malad West,Western,mid,19.18543,72.85509,2BHK,2,841,1069,78.1,3,25,east,2023,2026,1200,ready_to_move,Rashtriya Udyan,Line 2A,21,12.93,23213000,27605,278551,9.2,2024,9
U004369,2021-05-03,UC0065,Mahindra Lifespaces Estate,Mahindra Lifespaces,tier1,,Bandra West,Western,luxury,19.05202,72.83087,5BHK_penthouse,5,2657,3212,246.8,2,25,south,2025,2026,400,ready_to_move,Domestic Airport,Line 3,73,4.57,189876000,71464,2278512,6.7,2021,5
U004370,2023-09-22,UC0061,Kanakia Towers,Kanakia,tier2,P51984771,Naigaon,Far Western,affordable,19.34844,72.85282,2BHK,2,702,898,65.2,49,50,north,2025,2025,200,under_construction,Aarey,Line 7,268,31.01,5216000,7431,62596,9.2,2023,9
U004371,2021-04-05,UC0224,Godrej Properties Skyline,Godrej Properties,tier1,P51977671,Virar,Far Western,affordable,19.46666,72.80531,2BHK,2,629,783,58.4,16,35,west,2022,2026,200,under_construction,Mumbai Central WR,Western Rail,661,44.63,4643000,7384,55721,6.7,2021,4
U004372,2024-06-19,UC0174,Wadhwa Meadows,Wadhwa,tier2,P51821504,Nala Sopara,Far Western,affordable,19.41793,72.84407,3BHK,3,1036,1266,96.3,19,35,east,2025,2024,800,ready_within_6m,Mumbai Central WR,Western Rail,596,38.78,6218000,6001,74616,9.2,2024,6
U004373,2023-07-28,UC0250,Kalpataru Royale,Kalpataru,tier1,P51998658,Vile Parle West,Western,premium,19.10398,72.84661,3BHK,3,980,1227,91.1,6,25,north-east,2024,2028,400,ready_within_6m,Asalpha,Line 1,63,4.51,50604000,51611,607245,9.2,2023,7
U004374,2024-08-11,UC0019,Tata Housing Celeste,Tata Housing,tier1,P51920883,Ulwe,Navi Mumbai,affordable,18.9582,73.0174,2BHK,2,755,977,70.1,1,35,north-east,2022,2026,1200,ready_within_6m,Goregaon East,Line 7,342,19.87,10204000,13522,122442,9.2,2024,8
U004375,2021-11-14,UC0052,Rustomjee The Park,Rustomjee,tier1,P51851619,Ulwe,Navi Mumbai,affordable,18.96175,73.02477,1BHK,1,397,490,36.9,4,15,south-east,2023,2025,800,ready_to_move,Panvel Harbour,Harbour,116,20.24,4199000,10567,50393,6.7,2021,11
