id,date_listed,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,year_built,facing,furnishing,parking,balconies,is_sra_redevelopment,builder,builder_tier,metro_station,metro_line,metro_distance_min,metro_distance_type,to_bkc_km,to_nariman_point_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month,property_age,calculated_price_per_sqft,luxury_score,connectivity_score,investment_score,investment_category
S031574,2021-12-29,Bandra East,Western,premium,19.06336,72.83407,3BHK,3,720,928,66.9,11,12,1992,north-west,semi_furnished,2_covered,2,False,Piramal Realty,tier2,Bandra WR,Western Rail,11,walk,3.85,15.26,21042000,29219,252505,6.7,2021,12,34,29225.0,2,89,42.09132399961981,Medium
S031575,2023-03-02,Powai,Central,premium,19.10869,72.89275,1BHK,1,447,536,41.5,13,30,2024,south,unfurnished,2_covered,2,False,Mahindra Lifespaces,tier1,Gundavali,Line 7,28,auto/bus,4.92,21.52,11677000,26139,140128,9.2,2023,3,2,26123.042505592843,0,72,34.113438434529414,Medium
S031576,2024-01-16,Badlapur,Thane,affordable,19.17558,73.23028,4BHK,4,1681,2158,156.2,16,20,2022,south-west,unfurnished,1_covered,1,False,Local Builder,local,Devipada,Line 2A,168,auto/bus,39.63,50.92,5615000,3340,67374,9.2,2024,1,4,3340.2736466389056,2,0,1.4460943900267142,Low
S031577,2021-01-05,Andheri East,Western,mid,19.12134,72.82812,4BHK,4,1068,1321,99.3,18,20,2004,south,fully_furnished,2_covered,1,False,Marathon,tier2,Andheri,Line 1,3,walk,7.21,21.67,21248000,19888,254980,6.7,2021,1,22,19895.131086142323,4,97,44.02466325301206,Medium
S031578,2023-11-20,Chembur,Central,mid,19.05664,72.88859,3BHK,3,953,1213,88.5,2,12,2023,south-east,fully_furnished,2_covered,1,False,Sheth Creators,tier2,BKC Metro,Line 3,21,auto/bus,2.45,16.0,23282000,24433,279378,9.2,2023,11,3,24430.2203567681,4,79,37.72955163645735,Medium
S031579,2025-10-31,Ghatkopar East,Central,mid,19.0746,72.90086,4BHK,4,1410,1710,131.0,7,12,2022,south-east,semi_furnished,open,2,False,JP Infra,tier2,Ghatkopar CR,Central Rail,18,walk,3.28,18.36,30615000,21713,367385,8.7,2025,10,4,21712.76595744681,2,82,37.77526372693124,Medium
S031580,2020-03-23,Bhandup,Central,mid,19.16005,72.94442,1BHK,1,397,495,36.8,1,7,2009,south-west,unfurnished,open,2,False,Local Builder,local,CSMT Metro,Line 3,109,auto/bus,12.7,28.9,2715000,6846,32579,7.85,2020,3,17,6838.7909319899245,0,0,1.7375241252302027,Low
S031581,2024-05-23,Kandivali East,Western,mid,19.19914,72.85686,1BHK,1,466,575,43.3,1,7,1991,west,unfurnished,2_covered,0,False,Local Builder,local,Akurli,Line 7,4,walk,14.43,30.52,5765000,12360,69181,9.2,2024,5,35,12371.244635193134,0,96,41.04546053772767,Medium
S031582,2020-11-27,Breach Candy,South Mumbai,luxury,18.96133,72.82088,3BHK,3,897,1087,83.3,2,7,2021,west,unfurnished,1_covered,3,False,Local Builder,local,Churchgate WR,Western Rail,27,auto/bus,13.14,3.88,43596000,48605,523156,6.7,2020,11,5,48602.00668896321,5,73,40.44393788420957,Medium
S031583,2023-09-27,Kurla East,Central,mid,19.06779,72.88765,1BHK,1,456,580,42.3,10,12,2008,west,unfurnished,open,1,True,Marathon,tier2,Wadala Harbour,Harbour,34,auto/bus,1.87,17.09,4381000,9616,52576,9.2,2023,9,18,9607.456140350878,0,66,28.55145838849578,Medium
S031584,2023-10-23,Naigaon,Far Western,affordable,19.33929,72.84447,2BHK,2,741,925,68.8,6,12,2014,south-east,unfurnished,1_covered,3,False,Local Builder,local,Eksar,Line 2A,63,auto/bus,30.06,45.95,3273000,4419,39274,9.2,2023,10,12,4417.004048582996,0,37,15.989330094714331,Low
S031585,2021-09-02,Panvel,Navi Mumbai,affordable,18.98947,73.10298,3BHK,3,1156,1424,107.4,19,20,2017,south-west,unfurnished,2_covered,2,False,Sheth Creators,tier2,Panvel Harbour,Harbour,4,walk,26.08,30.19,5945000,5141,71335,6.7,2021,9,9,5142.733564013841,2,96,40.19640857863752,Medium
S031586,2025-09-21,Mazgaon,South Mumbai,premium,18.97081,72.86751,2BHK,2,609,775,56.6,8,20,2011,north,unfurnished,2_covered,1,False,Sheth Creators,tier2,CSMT Harbour,Harbour,16,auto/bus,11.03,6.75,15565000,25539,186780,8.7,2025,9,15,25558.292282430215,0,84,38.77204670735625,Medium
S031587,2020-06-24,Naigaon,Far Western,affordable,19.34829,72.84044,1BHK,1,421,510,39.1,20,30,2016,south-west,semi_furnished,1_covered,2,False,Sheth Creators,tier2,Worli Metro,Line 3,153,auto/bus,31.1,46.93,1184000,2811,14203,6.7,2020,6,10,2812.351543942993,0,0,1.4067945945945945,Low
S031588,2022-11-25,Sanpada,Navi Mumbai,mid,19.06787,72.98759,2BHK,2,714,905,66.3,2,20,2023,south-west,fully_furnished,none,2,False,Kanakia,tier2,Belapur TH,Trans-Harbour,36,auto/bus,12.36,23.32,8377000,11733,100523,8.6,2022,11,3,11732.49299719888,2,64,28.66597447773666,Medium
S031589,2026-01-17,Santacruz East,Western,premium,19.0888,72.83418,2BHK,2,691,837,64.2,5,12,2024,south,unfurnished,1_covered,2,False,Ekta World,tier2,Western Express Highway,Line 1,24,auto/bus,4.31,18.08,19890000,28783,238676,8.7,2026,1,2,28784.37047756874,0,76,36.20687652086476,Medium
S031590,2021-09-21,Chembur,Central,mid,19.04882,72.90284,1BHK,1,449,565,41.7,10,30,1988,west,fully_furnished,1_covered,2,False,Godrej Properties,tier1,Airport Road,Line 1,32,auto/bus,4.18,15.94,7064000,15733,84762,6.7,2021,9,38,15732.739420935412,2,68,31.08816285390714,Medium
S031591,2020-04-07,Nala Sopara,Far Western,affordable,19.41819,72.83924,3BHK,3,877,1093,81.5,16,20,2014,south-east,unfurnished,1_covered,3,False,Runwal,tier2,Virar WR,Western Rail,22,auto/bus,38.85,54.7,2744000,3128,32934,6.7,2020,4,12,3128.84834663626,2,78,32.79003148688047,Medium
S031592,2023-01-05,Mazgaon,South Mumbai,premium,18.96957,72.85345,2BHK,2,575,741,53.4,14,45,2001,east,fully_furnished,open,1,False,Wadhwa,tier2,Kalbadevi,Line 3,18,auto/bus,11.3,5.72,16295000,28342,195538,9.2,2023,1,25,28339.130434782608,2,82,39.129768517950296,Medium
S031593,2021-07-23,BKC (Bandra-Kurla),Central,luxury,19.07571,72.86585,4BHK,4,1786,2188,166.0,1,30,2006,north,unfurnished,1_covered,3,False,Local Builder,local,BKC Metro,Line 3,4,walk,0.77,17.17,77862000,43586,934342,6.7,2021,7,20,43595.744680851065,5,96,48.63004323546788,Medium
S031594,2025-06-08,Vile Parle East,Western,premium,19.09481,72.87238,1BHK,1,440,542,40.9,13,20,2024,north-east,fully_furnished,1_covered,2,False,DLF,tier1,Sahar Road,Line 3,13,auto/bus,2.77,19.4,18636000,42350,223634,8.95,2025,6,2,42354.545454545456,2,87,43.92365958360163,Medium
S031595,2023-03-23,Vikhroli,Central,mid,19.11108,72.91072,1BHK,1,329,418,30.6,5,12,1994,east,unfurnished,none,1,False,Kanakia,tier2,Ghatkopar,Line 1,18,auto/bus,6.26,22.47,5446000,16555,65347,9.2,2023,3,32,16553.191489361703,0,82,36.29462100624312,Medium
S031596,2021-02-03,Byculla,South Mumbai,premium,18.96195,72.82377,3BHK,3,855,1112,79.5,3,20,2011,south,fully_furnished,open,1,False,Dosti Realty,tier2,Siddhivinayak,Line 3,25,auto/bus,12.96,3.94,21575000,25222,258901,6.7,2021,2,15,25233.918128654972,4,75,36.29074994206257,Medium
S031597,2026-01-28,Vashi,Navi Mumbai,mid,19.08149,73.00183,2BHK,2,388,499,36.0,1,7,2016,south-east,unfurnished,open,2,False,Piramal Realty,tier2,Vashi Harbour,Harbour,2,walk,13.91,25.45,5645000,14568,67743,8.7,2026,1,10,14548.969072164948,0,98,42.29074791851196,Medium
S031598,2023-06-15,Manpada,Thane,mid,19.22901,72.96741,3BHK,3,1039,1273,96.5,15,20,2020,south-east,unfurnished,1_covered,1,False,Local Builder,local,Marol Naka Metro,Line 3,68,auto/bus,20.43,36.87,7769000,7476,93226,9.2,2023,6,6,7477.382098171319,2,32,15.023916694555284,Low
S031599,2020-09-16,Mahalaxmi,South Mumbai,luxury,18.98554,72.81554,5BHK_penthouse,5,2877,3513,267.2,12,12,2020,north-east,semi_furnished,1_covered,1,False,Piramal Realty,tier2,Mahalaxmi Metro,Line 3,4,walk,11.0,6.62,121154000,42118,1453851,6.7,2020,9,6,42111.22697254084,5,96,48.33185395777276,Medium
S031600,2024-01-13,Tardeo,South Mumbai,luxury,18.96636,72.82393,2BHK,2,706,855,65.5,9,12,2018,south,unfurnished,1_covered,3,False,Local Builder,local,Girgaon,Line 3,21,walk,12.5,4.43,34150000,48403,409797,9.2,2024,1,8,48371.104815864026,3,79,42.20988257686676,Medium
S031601,2024-07-25,Mulund West,Central,mid,19.17285,72.95072,2BHK,2,684,842,63.6,14,20,2020,north,semi_furnished,1_covered,2,False,Local Builder,local,Wadala Harbour,Harbour,79,auto/bus,14.24,30.47,11317000,16543,135800,9.2,2024,7,6,16545.3216374269,0,21,11.796962640275693,Low
S031602,2020-08-11,Santacruz West,Western,premium,19.07768,72.84716,2BHK,2,719,934,66.8,10,12,2015,east,semi_furnished,1_covered,1,False,Oberoi Realty,tier1,Santacruz Metro,Line 3,4,walk,2.55,16.99,30491000,42386,365888,6.7,2020,8,11,42407.510431154384,0,96,46.90999656292021,Medium
S031603,2021-04-05,Kanjurmarg,Central,mid,19.124,72.92848,2BHK,2,615,743,57.1,11,30,2021,south,unfurnished,open,2,True,Local Builder,local,Saki Naka,Line 1,29,auto/bus,8.59,24.57,5314000,8643,63773,6.7,2021,4,5,8640.650406504064,0,71,30.316782160331204,Medium
S031604,2020-09-09,Nerul,Navi Mumbai,mid,19.0253,73.03434,2BHK,2,526,648,48.9,8,20,2014,west,semi_furnished,none,1,False,Piramal Realty,tier2,Nerul Harbour,Harbour,2,walk,17.97,24.72,4552000,8647,54627,6.7,2020,9,12,8653.992395437263,0,98,41.14908365553603,Medium
S031605,2025-01-06,Ambernath,Thane,affordable,19.19752,73.15809,2BHK,2,523,630,48.6,1,7,2005,north-east,unfurnished,1_covered,0,False,Kalpataru,tier1,Ghatkopar,Line 1,132,auto/bus,33.42,46.3,2177000,4163,26121,8.95,2025,1,21,4162.523900573614,0,0,1.2919477262287553,Low
S031606,2022-02-05,Panvel,Navi Mumbai,affordable,18.9813,73.1163,2BHK,2,555,710,51.6,12,12,2014,south,fully_furnished,none,2,False,Oberoi Realty,tier1,Panvel Harbour,Harbour,4,walk,27.71,31.37,3611000,6506,43331,7.1,2022,2,12,6506.306306306306,2,96,40.57813159789533,Medium
S031607,2020-03-04,Belapur,Navi Mumbai,mid,19.01782,73.03468,2BHK,2,723,920,67.2,28,45,2014,north-east,semi_furnished,1_covered,1,False,Local Builder,local,Belapur TH,Trans-Harbour,4,walk,18.26,24.4,7335000,10139,88018,7.85,2020,3,12,10145.228215767635,0,96,40.56413265167008,Medium
S031608,2025-10-05,Ghatkopar West,Central,mid,19.09154,72.92182,5BHK_penthouse,5,1764,2159,163.9,13,20,2009,south,unfurnished,1_covered,1,False,Local Builder,local,Ghatkopar,Line 1,2,walk,5.95,21.05,33636000,19063,403634,8.7,2025,10,17,19068.027210884353,2,98,43.64233005113569,Medium
S031609,2024-01-06,Dadar East,Central,premium,19.02611,72.87375,2BHK,2,728,879,67.6,10,30,2020,east,semi_furnished,1_covered,2,False,Dosti Realty,tier2,Siddhivinayak,Line 3,17,auto/bus,4.9,12.26,20299000,27901,243594,9.2,2024,1,6,27883.24175824176,0,83,38.82946351051776,Medium
S031610,2023-09-26,Kopar Khairane,Navi Mumbai,mid,19.10554,73.01436,3BHK,3,1006,1277,93.5,1,7,2020,north,semi_furnished,2_covered,0,False,Oberoi Realty,tier1,Vashi Harbour,Harbour,20,auto/bus,15.68,28.25,11113000,11046,133355,9.2,2023,9,6,11046.71968190855,2,80,34.899184702600564,Medium
S031611,2022-04-15,Ghatkopar West,Central,mid,19.07891,72.90945,2BHK,2,530,665,49.3,12,20,1999,south,unfurnished,1_covered,1,False,Local Builder,local,Ghatkopar CR,Central Rail,3,walk,4.26,19.2,8181000,15426,98175,7.1,2022,4,27,15435.849056603774,0,97,42.007434445666796,Medium
S031612,2023-12-09,Ghodbunder Road,Thane,mid,19.24599,72.95887,2BHK,2,715,929,66.4,18,20,2014,west,fully_furnished,1_covered,2,False,Local Builder,local,Dindoshi,Line 7,59,auto/bus,21.68,38.26,5567000,7784,66801,9.2,2023,12,12,7786.013986013986,2,41,18.73642996227771,Low
S031613,2022-12-07,Kharghar,Navi Mumbai,affordable,19.04694,73.11326,4BHK,4,1390,1721,129.2,10,20,2020,south-east,unfurnished,1_covered,1,False,Local Builder,local,Kharghar TH,Trans-Harbour,2,walk,25.69,33.26,12952000,9317,155427,8.6,2022,12,6,9317.98561151079,2,98,41.74060815318098,Medium
S031614,2024-10-12,Nala Sopara,Far Western,affordable,19.42179,72.81622,5BHK_penthouse,5,2408,3122,223.8,28,30,1990,north-east,unfurnished,1_covered,0,False,Dosti Realty,tier2,Anand Nagar,Line 2A,83,auto/bus,39.52,55.08,9062000,3763,108746,9.2,2024,10,36,3763.2890365448507,2,17,8.262950915912601,Low
S031615,2020-06-16,Borivali West,Western,mid,19.22778,72.84737,3BHK,3,817,1012,75.9,7,30,1987,north,unfurnished,open,0,False,Local Builder,local,Akurli,Line 7,19,auto/bus,17.7,33.59,8385000,10265,100625,6.7,2020,6,39,10263.157894736842,2,81,35.17226058437686,Medium
S031616,2020-05-18,Breach Candy,South Mumbai,luxury,18.96652,72.80462,3BHK,3,1180,1479,109.6,35,45,2015,south-east,unfurnished,2_covered,1,False,Local Builder,local,Mumbai Central WR,Western Rail,13,auto/bus,13.4,4.88,65660000,55646,787921,6.7,2020,5,11,55644.06779661017,5,87,47.44442997258606,Medium
S031617,2025-03-23,Dadar West,Central,premium,19.01756,72.86378,2BHK,2,658,827,61.1,10,12,2005,north-east,fully_furnished,1_covered,1,False,Ajmera,tier2,Dadar CR,Central Rail,3,walk,5.87,10.97,29197000,44395,350367,8.95,2025,3,21,44372.34042553192,2,97,48.31325009418777,Medium
S031618,2023-01-26,Mira Road,Western,affordable,19.27899,72.86158,3BHK,3,705,903,65.5,1,20,2015,north-west,fully_furnished,none,2,False,Local Builder,local,Borivali East,Line 2A,37,auto/bus,23.26,39.4,5057000,7174,60688,9.2,2023,1,11,7173.0496453900705,4,63,28.032545699031047,Medium
S031619,2026-04-24,Bhayandar,Western,affordable,19.301,72.86411,3BHK,3,698,895,64.8,2,30,2021,south,fully_furnished,1_covered,2,False,JP Infra,tier2,Dahisar East,Line 2A,25,auto/bus,25.69,41.86,5104000,7312,61244,8.7,2026,4,5,7312.320916905444,4,75,32.85832476489028,Medium
S031620,2025-07-16,Kalwa,Thane,affordable,19.20209,72.99864,2BHK,2,771,975,71.6,9,20,2024,south-east,unfurnished,1_covered,0,False,Local Builder,local,Santacruz Metro,Line 3,87,auto/bus,19.96,35.74,5046000,6548,60547,8.7,2025,7,2,6544.747081712062,0,13,6.707776773682125,Low
S031621,2023-05-24,Dombivli,Thane,affordable,19.21887,73.07971,2BHK,2,728,928,67.6,5,7,2010,north,unfurnished,2_covered,2,False,Marathon,tier2,Mogra,Line 7,108,auto/bus,27.56,42.2,4558000,6262,54700,9.2,2023,5,16,6260.989010989011,0,0,1.4717944712593243,Low
S031622,2022-04-27,Kurla East,Central,mid,19.06842,72.87981,2BHK,2,707,870,65.7,11,20,2015,north,fully_furnished,2_covered,2,False,Dosti Realty,tier2,Saki Naka,Line 1,22,auto/bus,1.05,16.85,11876000,16789,142512,7.1,2022,4,11,16797.736916548798,2,78,35.24200343550017,Medium
S031623,2025-04-22,Kandivali East,Western,mid,19.19332,72.8783,3BHK,3,1063,1357,98.8,1,12,2016,south-west,fully_furnished,open,0,False,Mahindra Lifespaces,tier1,Akurli,Line 7,5,walk,13.74,30.22,15405000,14491,184864,8.95,2025,4,10,14492.00376293509,4,95,42.163113988964625,Medium
S031624,2025-04-28,Seawoods,Navi Mumbai,mid,19.02265,73.03798,1BHK,1,505,631,46.9,17,20,2013,north-west,unfurnished,2_covered,1,False,Local Builder,local,Jagruti Nagar,Line 1,66,auto/bus,18.42,24.94,4828000,9565,57934,8.95,2025,4,13,9560.39603960396,0,34,15.720125103562554,Low
S031625,2023-02-05,Andheri East,Western,mid,19.12905,72.84068,2BHK,2,564,688,52.4,14,20,2004,east,semi_furnished,1_covered,0,False,Nirmal Lifestyle,tier2,Andheri WR,Western Rail,3,walk,7.25,22.59,12366000,21907,148389,9.2,2023,2,22,21925.531914893618,0,97,43.26226689309397,Medium
S031626,2022-12-12,Santacruz West,Western,premium,19.08115,72.83036,2BHK,2,688,891,63.9,1,20,1999,north-east,unfurnished,1_covered,1,False,Ajmera,tier2,Santacruz Metro,Line 3,2,walk,4.35,17.21,27981000,40688,335768,8.6,2022,12,27,40670.058139534885,0,98,47.3733385368643,Medium
S031627,2025-03-03,Belapur,Navi Mumbai,mid,19.00844,73.0419,1BHK,1,439,564,40.8,5,12,1987,south-west,unfurnished,none,0,False,Nirmal Lifestyle,tier2,Belapur TH,Trans-Harbour,2,walk,19.32,24.69,4784000,10898,57403,8.95,2025,3,39,10897.494305239179,0,98,41.58863010033445,Medium
S031628,2021-08-22,Vile Parle East,Western,premium,19.09639,72.86117,1BHK,1,415,514,38.6,44,45,2012,north-east,unfurnished,none,1,False,Hiranandani,tier1,Jogeshwari East,Line 7,20,auto/bus,3.08,19.3,11281000,27176,135372,6.7,2021,8,14,27183.13253012048,0,80,37.523844623703575,Medium
S031629,2021-08-15,Matunga,Central,premium,19.02143,72.86216,3BHK,3,891,1110,82.7,2,7,1999,north,unfurnished,1_covered,3,False,Local Builder,local,Girgaon,Line 3,43,auto/bus,5.46,11.3,18359000,20615,220305,6.7,2021,8,27,20604.938271604937,2,57,27.577469197668723,Medium
S031630,2022-01-02,Dadar West,Central,premium,19.01606,72.85648,1BHK,1,394,512,36.6,24,30,2022,east,unfurnished,1_covered,2,False,Tata Housing,tier1,Dadar Metro,Line 3,3,walk,6.16,10.54,17567000,44547,210804,7.1,2022,1,4,44586.294416243654,0,97,47.76632491603575,Medium
S031631,2021-06-15,Oshiwara,Western,premium,19.1419,72.81557,2BHK,2,554,718,51.4,23,30,2007,north-west,semi_furnished,1_covered,1,False,Nirmal Lifestyle,tier2,Western Express Highway,Line 1,19,auto/bus,9.83,23.97,10895000,19682,130746,6.7,2021,6,19,19666.064981949457,0,81,36.42818522257916,Medium
S031632,2023-07-24,Santacruz West,Western,premium,19.06535,72.84401,2BHK,2,681,870,63.3,10,20,2014,west,unfurnished,1_covered,2,False,Local Builder,local,Santacruz Metro,Line 3,3,walk,2.78,15.59,26119000,38336,313427,9.2,2023,7,12,38353.89133627019,0,97,46.50548630498871,Medium
S031633,2023-11-03,Colaba,South Mumbai,luxury,18.89784,72.8145,2BHK,2,582,718,54.0,2,7,2024,north,semi_furnished,2_covered,2,False,Local Builder,local,Cuffe Parade,Line 3,13,walk,20.01,3.33,26339000,45282,316073,9.2,2023,11,2,45256.01374570447,3,87,44.79436651353506,Medium
S031634,2022-06-11,Sanpada,Navi Mumbai,mid,19.07376,73.00916,3BHK,3,769,983,71.5,11,12,2022,north-east,unfurnished,open,1,False,Ekta World,tier2,Vidhan Bhavan,Line 3,106,auto/bus,14.63,25.46,9163000,11909,109959,7.1,2022,6,4,11915.474642392717,2,0,3.090934562916076,Low
S031635,2021-09-24,Vile Parle West,Western,premium,19.10075,72.85572,2BHK,2,726,915,67.4,1,12,2020,north-west,unfurnished,1_covered,1,False,Oberoi Realty,tier1,Western Express Highway,Line 1,15,auto/bus,3.73,19.67,24209000,33353,290508,6.7,2021,9,6,33345.73002754821,0,85,40.71190695196002,Medium
S031636,2025-08-02,Colaba,South Mumbai,luxury,18.90008,72.81566,3BHK,3,899,1136,83.5,20,30,2024,west,unfurnished,2_covered,1,False,Ajmera,tier2,Vidhan Bhavan,Line 3,14,auto/bus,19.74,3.06,39974000,44467,479689,8.7,2025,8,2,44464.96106785317,5,86,44.81841626056937,Medium
S031637,2024-11-01,Breach Candy,South Mumbai,luxury,18.95911,72.82812,2BHK,2,612,794,56.8,5,7,2019,west,semi_furnished,2_covered,2,False,Runwal,tier2,Mumbai Central Metro,Line 3,10,auto/bus,13.09,3.66,48455000,79240,581465,9.2,2024,11,7,79174.8366013072,3,90,52.768637705087194,High
S031638,2022-02-14,Vasai,Far Western,affordable,19.39981,72.8131,2BHK,2,661,846,61.4,18,20,2005,north-west,unfurnished,none,1,False,Kalpataru,tier1,Kalbadevi,Line 3,206,auto/bus,37.16,52.64,2680000,4053,32162,7.1,2022,2,21,4054.46293494705,0,0,1.183734328358209,Low
S031639,2021-04-02,Ghansoli,Navi Mumbai,mid,19.13303,73.00058,3BHK,3,1183,1489,109.9,7,12,2019,south,semi_furnished,1_covered,0,False,Local Builder,local,Saki Naka,Line 1,55,auto/bus,15.41,29.55,8916000,7538,106995,6.7,2021,4,7,7536.770921386306,2,45,20.219757918349035,Medium
S031640,2026-03-14,Vashi,Navi Mumbai,mid,19.05173,72.97992,1BHK,1,423,519,39.3,12,20,2004,south-east,fully_furnished,1_covered,1,True,JP Infra,tier2,Vashi Harbour,Harbour,2,walk,11.73,21.53,4235000,10019,50825,8.7,2026,3,22,10011.820330969267,2,98,42.03992750885478,Medium
S031641,2020-02-02,Wadala,South Mumbai,premium,19.02223,72.87755,1BHK,1,400,494,37.1,12,12,2006,east,semi_furnished,1_covered,1,False,Kanakia,tier2,Wadala Harbour,Harbour,4,walk,5.37,12.06,10990000,27505,131880,7.85,2020,2,20,27475.0,0,96,43.991991810737034,Medium
S031642,2025-06-22,Thane West,Thane,mid,19.21824,72.9939,2BHK,2,577,739,53.6,4,7,1999,south-east,fully_furnished,none,2,False,Sunteck,tier2,Andheri WR,Western Rail,74,auto/bus,21.0,37.04,6344000,10993,76128,8.95,2025,6,27,10994.8006932409,2,26,13.356229255989913,Low
S031643,2025-07-13,Oshiwara,Western,premium,19.15592,72.83843,1BHK,1,387,502,36.0,14,20,2004,south-west,unfurnished,1_covered,1,False,Local Builder,local,Azad Nagar,Line 1,18,auto/bus,10.11,25.56,8063000,20833,96758,8.7,2025,7,22,20834.625322997417,0,82,37.090623316383486,Medium
S031644,2024-02-10,Colaba,South Mumbai,luxury,18.91097,72.81771,3BHK,3,989,1284,91.9,12,45,1993,south-east,fully_furnished,open,2,False,Kalpataru,tier1,Churchgate,Line 3,17,auto/bus,18.52,1.84,69166000,69940,829996,9.2,2024,2,33,69935.28816986855,7,83,49.30245797067924,Medium
S031645,2025-04-09,Panvel,Navi Mumbai,affordable,18.97281,73.1256,3BHK,3,1084,1355,100.7,11,12,2024,north-west,unfurnished,open,1,False,Piramal Realty,tier2,Panvel Harbour,Harbour,4,walk,28.96,32.16,5547000,5119,66565,8.95,2025,4,2,5117.158671586716,2,96,40.20407762754643,Medium
S031646,2025-03-30,Ghansoli,Navi Mumbai,mid,19.11429,73.00756,2BHK,2,529,682,49.1,7,30,2024,north,unfurnished,1_covered,1,False,Marathon,tier2,Akurli,Line 7,78,auto/bus,15.27,28.45,4572000,8646,54861,8.95,2025,3,2,8642.72211720227,0,22,10.747922659667543,Low
S031647,2020-12-28,Powai,Central,premium,19.11595,72.90518,2BHK,2,845,1069,78.5,16,30,2011,north-west,semi_furnished,open,1,False,Ekta World,tier2,Andheri,Line 1,29,auto/bus,6.31,22.74,20486000,24230,245832,6.7,2020,12,15,24243.78698224852,0,71,33.29481382407498,Medium
S031648,2026-01-17,Kalwa,Thane,affordable,19.19307,72.99332,3BHK,3,1106,1370,102.8,13,20,2006,north-west,semi_furnished,1_covered,1,False,Ekta World,tier2,Dindoshi,Line 7,63,auto/bus,18.84,34.59,7152000,6465,85821,8.7,2026,1,20,6466.546112115732,2,37,16.832821029082776,Low
S031649,2022-10-06,Kurla West,Central,mid,19.08082,72.88583,1BHK,1,464,564,43.1,12,20,2018,south,unfurnished,1_covered,1,True,Kanakia,tier2,Poisar,Line 7,64,auto/bus,2.05,18.36,4983000,10746,59794,8.6,2022,10,8,10739.224137931034,0,36,16.749882319887618,Low
